event,eventLabel,eventDescription,startDate,endDate,location,casualties,prevWar,nextWar,largerConflict,largerConflictLabel,largerConflictDescription,warID,locationID,prevWarID,nextWarID,largerConflictID
http://www.wikidata.org/entity/Q68718107,Moba Wars,wars in Zaire,1984-11-01T00:00:00Z,1987-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1986207,,,,,,,Q68718107,Q1986207,,,
http://www.wikidata.org/entity/Q521199,North Yemen Civil War,,1962-09-26T00:00:00Z,1970-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1998401,,,,http://www.wikidata.org/entity/Q4783165,Arab Cold War,series of conflicts in the Arab world between the new republics led by Gamal Abdel Nasser of Egypt and the more traditionalist kingdoms led by King Faisal of Saudi Arabia,Q521199,Q1998401,,,Q4783165
http://www.wikidata.org/entity/Q1122110,Civil war in Tajikistan,civil war,1992-05-05T00:00:00Z,1997-06-27T00:00:00Z,http://www.wikidata.org/entity/Q863,,,,,,,Q1122110,Q863,,,
http://www.wikidata.org/entity/Q209965,Casamance conflict,ongoing low-level conflict between the Government of Senegal and the Movement of Democratic Forces of Casamance since 1982,1982-01-01T00:00:00Z,2014-05-01T00:00:00Z,http://www.wikidata.org/entity/Q1041,5000,,,,,,Q209965,Q1041,,,
http://www.wikidata.org/entity/Q795269,Sierra Leone Civil War,civil war between Commonwealth-backed government and rebel factions,1991-03-23T00:00:00Z,2002-01-18T00:00:00Z,http://www.wikidata.org/entity/Q1044,,,,,,,Q795269,Q1044,,,
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,civil war,1975-04-14T00:00:00Z,1990-10-13T00:00:00Z,http://www.wikidata.org/entity/Q822,,,,,,,Q208484,Q822,,,
http://www.wikidata.org/entity/Q81545,2011 Libyan Civil War,2011 armed conflict in the North African country of Libya,2011-02-15T00:00:00Z,2011-10-23T00:00:00Z,http://www.wikidata.org/entity/Q1016,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q81545,Q1016,,,Q33761
http://www.wikidata.org/entity/Q1087909,Second Ivorian Civil War,,2010-11-28T00:00:00Z,2011-04-11T00:00:00Z,http://www.wikidata.org/entity/Q1008,,,,,,,Q1087909,Q1008,,,
http://www.wikidata.org/entity/Q1052332,War in Somalia (2009–),"present phase of the Somali Civil War, which is concentrated in southern Somalia",2009-01-31T00:00:00Z,,http://www.wikidata.org/entity/Q1045,,http://www.wikidata.org/entity/Q1072042,,http://www.wikidata.org/entity/Q243620,Somali Civil War,civil war taking place in Somalia since 1991,Q1052332,Q1045,Q1072042,,Q243620
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1953-11-09T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q877450,Q870055,,,Q8683
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q2638486,,,,http://www.wikidata.org/entity/Q2342102,Indochina Wars,series of wars fought in Southeast Asia from 1946 until 1989,Q817206,Q2638486,,,Q2342102
http://www.wikidata.org/entity/Q1021175,First Ivorian Civil War,civil war,2002-09-19T00:00:00Z,2007-03-04T00:00:00Z,http://www.wikidata.org/entity/Q1008,,,,,,,Q1021175,Q1008,,,
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,civil war in Cambodia between 1970 and 1975,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z,http://www.wikidata.org/entity/Q1054184,,,,http://www.wikidata.org/entity/Q2342102,Indochina Wars,series of wars fought in Southeast Asia from 1946 until 1989,Q817206,Q1054184,,,Q2342102
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1953-11-09T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8740,Vietnam War,"1964–1975 armed conflict in Vietnam, Laos, and Cambodia between North Vietnam and South Vietnam",Q877450,Q870055,,,Q8740
http://www.wikidata.org/entity/Q54448834,Gunnut Operation,Azerbaijan Army Operation Sharur District Gained Some Hill And Gunnut Village,2018-05-20T00:00:00Z,2018-05-27T00:00:00Z,http://www.wikidata.org/entity/Q131083,,,,http://www.wikidata.org/entity/Q16954835,Nagorno-Karabakh conflict,ethnic conflict between the Republic of Armenia and Azerbaijan,Q54448834,Q131083,,,Q16954835
http://www.wikidata.org/entity/Q66474138,War in Catatumbo,,2018-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1948210,,,,http://www.wikidata.org/entity/Q28485502,crisis en Venezuela,socioeconomic and political crisis in Venezuela in the 21st century,Q66474138,Q1948210,,,Q28485502
http://www.wikidata.org/entity/Q657661,Mozambican Civil War,civil war,1977-05-30T00:00:00Z,1992-10-04T00:00:00Z,http://www.wikidata.org/entity/Q617078,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q657661,Q617078,,,Q8683
http://www.wikidata.org/entity/Q426722,Rwandan Civil War,1990-1994 civil conflict in Rwanda,1990-10-01T00:00:00Z,1993-08-04T00:00:00Z,http://www.wikidata.org/entity/Q1037,,,,,,,Q426722,Q1037,,,
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,,1964-02-01T00:00:00Z,1964-04-01T00:00:00Z,http://www.wikidata.org/entity/Q137555,,,,,,,Q55600802,Q137555,,,
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1959-05-23T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q877450,Q870055,,,Q8683
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,1986-1992 civil war in Suriname,1986-01-01T00:00:00Z,1992-01-01T00:00:00Z,http://www.wikidata.org/entity/Q730,,,,,,,Q1915188,Q730,,,
http://www.wikidata.org/entity/Q1781457,Bissau-Guinean Civil War,1998-1999 civil war in Guinea-Bissau,1998-06-07T00:00:00Z,1999-05-10T00:00:00Z,http://www.wikidata.org/entity/Q1007,,,,,,,Q1781457,Q1007,,,
http://www.wikidata.org/entity/Q1021172,Republic of the Congo Civil War,civil war,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q971,,,,,,,Q1021172,Q971,,,
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959–1975 civil war in Laos,1959-05-23T00:00:00Z,1975-12-02T00:00:00Z,http://www.wikidata.org/entity/Q870055,,,,http://www.wikidata.org/entity/Q8740,Vietnam War,"1964–1975 armed conflict in Vietnam, Laos, and Cambodia between North Vietnam and South Vietnam",Q877450,Q870055,,,Q8740
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,1999-2003 civil war in Liberia,1999-04-21T00:00:00Z,2003-08-18T00:00:00Z,http://www.wikidata.org/entity/Q1014,,,,,,,Q1960733,Q1014,,,
http://www.wikidata.org/entity/Q1122422,Paraguayan Civil War of 1947,1947 civil war in Paraguay,1947-03-07T00:00:00Z,1947-08-20T00:00:00Z,http://www.wikidata.org/entity/Q733,,,,,,,Q1122422,Q733,,,
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,1960-1996 civil war in Guatemala,1965-03-03T00:00:00Z,1996-12-29T00:00:00Z,http://www.wikidata.org/entity/Q774,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q1282732,Q774,,,Q8683
http://www.wikidata.org/entity/Q178810,Syrian Civil War,ongoing multi-sided armed conflict in Syria,2011-03-15T00:00:00Z,,http://www.wikidata.org/entity/Q858,570000,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q178810,Q858,,,Q33761
http://www.wikidata.org/entity/Q2002975,Nepalese Civil War,civil war in Nepal between 1996 and 2006,1996-02-13T00:00:00Z,2006-11-21T00:00:00Z,http://www.wikidata.org/entity/Q837,,,,,,,Q2002975,Q837,,,
http://www.wikidata.org/entity/Q243620,Somali Civil War,civil war taking place in Somalia since 1991,1991-01-26T00:00:00Z,,http://www.wikidata.org/entity/Q1045,,,,http://www.wikidata.org/entity/Q40719,Conflicts in the Horn of Africa,Wikimedia list article,Q243620,Q1045,,,Q40719
http://www.wikidata.org/entity/Q178810,Syrian Civil War,ongoing multi-sided armed conflict in Syria,2011-03-15T00:00:00Z,,http://www.wikidata.org/entity/Q858,570000,,,http://www.wikidata.org/entity/Q17512479,Arab Winter,wide-scale violence and instability evolving in the aftermath of the Arab Spring,Q178810,Q858,,,Q17512479
http://www.wikidata.org/entity/Q1980081,Civil war in Afghanistan (1992–96),,1992-04-30T00:00:00Z,1996-09-27T00:00:00Z,http://www.wikidata.org/entity/Q889,,http://www.wikidata.org/entity/Q2405009,http://www.wikidata.org/entity/Q12302518,http://www.wikidata.org/entity/Q1519107,War in Afghanistan,Ongoing conflicts in Afghanistan since 1978,Q1980081,Q889,Q2405009,Q12302518,Q1519107
http://www.wikidata.org/entity/Q257724,Ethiopian Civil War,civil war in Ethiopia between 1974 and 1991,1974-09-12T00:00:00Z,1991-06-04T00:00:00Z,http://www.wikidata.org/entity/Q115,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q257724,Q115,,,Q8683
http://www.wikidata.org/entity/Q1070890,Georgian Civil War,war,1991-12-22T00:00:00Z,1993-12-31T00:00:00Z,http://www.wikidata.org/entity/Q230,,,,,,,Q1070890,Q230,,,
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q79,,,,http://www.wikidata.org/entity/Q178810,Syrian Civil War,ongoing multi-sided armed conflict in Syria,Q17272643,Q79,,,Q178810
http://www.wikidata.org/entity/Q381375,Nagorno-Karabakh War,armed conflict that took place in the late 1980s to May 1994,1988-02-20T00:00:00Z,1994-05-12T00:00:00Z,http://www.wikidata.org/entity/Q44302,,,,http://www.wikidata.org/entity/Q16954835,Nagorno-Karabakh conflict,ethnic conflict between the Republic of Armenia and Azerbaijan,Q381375,Q44302,,,Q16954835
http://www.wikidata.org/entity/Q322607,War of Attrition,1967-1970 war between Israel and Egypt,1967-07-01T00:00:00Z,1970-08-07T00:00:00Z,http://www.wikidata.org/entity/Q36755,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q322607,Q36755,,,Q8683
http://www.wikidata.org/entity/Q959303,War in Abkhazia (1998),ethnic armed conflict in the western Georgian region of Abkhazia,1998-05-20T00:00:00Z,1998-05-26T00:00:00Z,http://www.wikidata.org/entity/Q23334,,,,http://www.wikidata.org/entity/Q321780,Georgian–Abkhazian conflict,Georgian–Abkhazian conflict,Q959303,Q23334,,,Q321780
http://www.wikidata.org/entity/Q748780,First Indochina War,war in French Indochina from 1946 to 1954,1946-12-19T00:00:00Z,1954-08-01T00:00:00Z,http://www.wikidata.org/entity/Q185682,,,,http://www.wikidata.org/entity/Q2342102,Indochina Wars,series of wars fought in Southeast Asia from 1946 until 1989,Q748780,Q185682,,,Q2342102
http://www.wikidata.org/entity/Q242352,Yugoslav Wars,ethnic conflicts fought from 1991 to 2001 on the territory of former Yugoslavia,1991-03-31T00:00:00Z,2001-11-12T00:00:00Z,http://www.wikidata.org/entity/Q36704,,,,http://www.wikidata.org/entity/Q4390259,breakup of Yugoslavia,process starting in mid-1991 leading to the dissolution of the state of Yugoslavia,Q242352,Q36704,,,Q4390259
http://www.wikidata.org/entity/Q4072719,Afghanistan–Pakistan skirmishes,"cross-border shellings that have occurred since 1949, lately since mid-2003",1949-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q288292,,,,http://www.wikidata.org/entity/Q7703943,terrorism in Pakistan,Terrorisim in Pakistan,Q4072719,Q288292,,,Q7703943
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,ongoing insurgency in central africa,1987-01-01T00:00:00Z,,,,,,,,,Q303801,,,,
http://www.wikidata.org/entity/Q1143379,1991–1992 South Ossetia War,war,1991-01-05T00:00:00Z,1992-06-24T00:00:00Z,http://www.wikidata.org/entity/Q23427,,,,http://www.wikidata.org/entity/Q29242,Georgian–Ossetian conflict,ethno-political conflict over Georgia's autonomous region of South Ossetia,Q1143379,Q23427,,,Q29242
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,increase in US soldiers stationed in Iraq,2007-01-10T00:00:00Z,2008-07-01T00:00:00Z,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q545449,Iraq War,war which started on 20 March 2003,Q6067814,Q796,,,Q545449
http://www.wikidata.org/entity/Q1072042,War in Somalia (2006-2009),"armed conflict involving largely Ethiopian and Somali Transitional Federal Government (TFG) forces and Somali troops from Puntland vs the Somali Islamist umbrella group, the Islamic Court Union (ICU) and other affiliated militias",2006-12-20T00:00:00Z,2009-01-30T00:00:00Z,http://www.wikidata.org/entity/Q1045,,,http://www.wikidata.org/entity/Q1052332,http://www.wikidata.org/entity/Q5692053,Ethiopian–Somali conflict,,Q1072042,Q1045,,Q1052332,Q5692053
http://www.wikidata.org/entity/Q17324420,2014 Israel–Gaza conflict,War fought between the Israel Defense Forces and the Hamas-governed Gaza Strip during 2014,2014-07-08T00:00:00Z,2014-08-26T00:00:00Z,http://www.wikidata.org/entity/Q801,71,,,http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,conflict between Gaza and Israel,Q17324420,Q801,,,Q553184
http://www.wikidata.org/entity/Q3151731,Dirty War,Mexico,1954-01-01T00:00:00Z,2000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q96,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q3151731,Q96,,,Q8683
http://www.wikidata.org/entity/Q223085,Football War,1969 War between Honduras and El Salvador,1969-07-14T00:00:00Z,1969-07-18T00:00:00Z,http://www.wikidata.org/entity/Q750,,,,,,,Q223085,Q750,,,
http://www.wikidata.org/entity/Q1936011,Cold War (1962–79),Phase of The Cold War,1962-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,Q1936011,,,,
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,war between the People's Republic of China and Socialist Republic of Vietnam in 1979,1979-02-17T00:00:00Z,1979-03-16T00:00:00Z,http://www.wikidata.org/entity/Q172640,,,,http://www.wikidata.org/entity/Q796498,Third Indochina War,Wikimedia disambiguation page,Q623171,Q172640,,,Q796498
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q155542,,,,http://www.wikidata.org/entity/Q6445763,Kurdish rebellions in Turkey,Kurdish nationalist uprisings in Turkey,Q619749,Q155542,,,Q6445763
http://www.wikidata.org/entity/Q619749,Kurdish–Turkish conflict,armed conflict between the Republic of Turkey and various Kurdish insurgent groups,2015-07-24T00:00:00Z,,http://www.wikidata.org/entity/Q155638,,,,http://www.wikidata.org/entity/Q6445763,Kurdish rebellions in Turkey,Kurdish nationalist uprisings in Turkey,Q619749,Q155638,,,Q6445763
http://www.wikidata.org/entity/Q16335075,War in Donbass,armed conflict in the Donbass region of Ukraine,2014-04-06T00:00:00Z,,http://www.wikidata.org/entity/Q605714,375,,,http://www.wikidata.org/entity/Q15860072,Russian military intervention in Ukraine (2014–present),Russian military intervention in Ukraine,Q16335075,Q605714,,,Q15860072
http://www.wikidata.org/entity/Q327237,Kivu conflict,conflict in the Democratic Republic of the Congo,2004-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1743993,,,,http://www.wikidata.org/entity/Q364610,Congo Civil War,Wikimedia disambiguation page,Q327237,Q1743993,,,Q364610
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q796,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q796,,,Q33761
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q801,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q801,,,Q33761
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q810,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q810,,,Q33761
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q822,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q822,,,Q33761
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q858,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q858,,,Q33761
http://www.wikidata.org/entity/Q3119132,Indo-Pakistani wars and conflicts,wars between India and Pakistan,1947-10-22T00:00:00Z,,,,,,,,,Q3119132,,,,
http://www.wikidata.org/entity/Q580961,Agacher Strip War,,1985-12-14T00:00:00Z,1985-12-30T00:00:00Z,http://www.wikidata.org/entity/Q3089020,,,,,,,Q580961,Q3089020,,,
http://www.wikidata.org/entity/Q553184,Gaza–Israel conflict,conflict between Gaza and Israel,2006-06-01T00:00:00Z,,,,,,http://www.wikidata.org/entity/Q151622,Israeli–Palestinian conflict,military and political struggle between Israel and the Palestinians,Q553184,,,,Q151622
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,2008 war between Russia and Georgia in South Ossetia,2008-08-07T00:00:00Z,2008-08-12T00:00:00Z,http://www.wikidata.org/entity/Q23427,229,,,http://www.wikidata.org/entity/Q321780,Georgian–Abkhazian conflict,Georgian–Abkhazian conflict,Q620735,Q23427,,,Q321780
http://www.wikidata.org/entity/Q1434602,Libyan–Egyptian War,war,1977-07-21T00:00:00Z,1977-07-24T00:00:00Z,,,,,http://www.wikidata.org/entity/Q4783165,Arab Cold War,series of conflicts in the Arab world between the new republics led by Gamal Abdel Nasser of Egypt and the more traditionalist kingdoms led by King Faisal of Saudi Arabia,Q1434602,,,,Q4783165
http://www.wikidata.org/entity/Q1072042,War in Somalia (2006-2009),"armed conflict involving largely Ethiopian and Somali Transitional Federal Government (TFG) forces and Somali troops from Puntland vs the Somali Islamist umbrella group, the Islamic Court Union (ICU) and other affiliated militias",2006-12-20T00:00:00Z,2009-01-30T00:00:00Z,http://www.wikidata.org/entity/Q1045,,,http://www.wikidata.org/entity/Q1052332,http://www.wikidata.org/entity/Q185729,War on Terror,international military campaign that started after 11 September 2001,Q1072042,Q1045,,Q1052332,Q185729
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV,,2006-07-21T00:00:00Z,2007-07-11T00:00:00Z,http://www.wikidata.org/entity/Q854,,,,http://www.wikidata.org/entity/Q16151540,Eelam War IV,the fourth and final phase of the Sri Lankan civil war,Q16974363,Q854,,,Q16151540
http://www.wikidata.org/entity/Q321780,Georgian–Abkhazian conflict,Georgian–Abkhazian conflict,1989-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,Q321780,,,,
http://www.wikidata.org/entity/Q318250,Ethio-Somali War,1977-78 Somali military offensive over the disputed Ogaden region of Ethiopia,1977-07-13T00:00:00Z,1978-03-15T00:00:00Z,http://www.wikidata.org/entity/Q137555,,,,http://www.wikidata.org/entity/Q8683,Cold War,state of geopolitical tension after World War II between powers in the Eastern Bloc and the Western Bloc,Q318250,Q137555,,,Q8683
http://www.wikidata.org/entity/Q16911838,Libyan civil war (2014–present),conflict among rival groups seeking to control of the territory of Libya,2014-05-16T00:00:00Z,,http://www.wikidata.org/entity/Q1016,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q16911838,Q1016,,,Q33761
http://www.wikidata.org/entity/Q838695,First Congo War,war,1996-10-24T00:00:00Z,1997-05-16T00:00:00Z,http://www.wikidata.org/entity/Q6500954,,,,http://www.wikidata.org/entity/Q364610,Congo Civil War,Wikimedia disambiguation page,Q838695,Q6500954,,,Q364610
http://www.wikidata.org/entity/Q1064335,Pig War,confrontation in 1859 between the United States and the British Empire,1961-04-19T00:00:00Z,1961-04-19T00:00:00Z,http://www.wikidata.org/entity/Q1196315,,,,,,,Q1064335,Q1196315,,,
http://www.wikidata.org/entity/Q16335075,War in Donbass,armed conflict in the Donbass region of Ukraine,2014-04-06T00:00:00Z,,http://www.wikidata.org/entity/Q2012050,375,,,http://www.wikidata.org/entity/Q16918333,Ukrainian crisis,"prolonged political crisis in Ukraine, began on 21 November 2013",Q16335075,Q2012050,,,Q16918333
http://www.wikidata.org/entity/Q1069736,Croat–Bosniak War,war,1992-06-19T00:00:00Z,1994-02-23T00:00:00Z,http://www.wikidata.org/entity/Q225,,,,http://www.wikidata.org/entity/Q181533,Bosnian War,international armed conflict that took place in Bosnia and Herzegovina between 1992 and 1995,Q1069736,Q225,,,Q181533
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,military confrontation between India and Pakistan alongside the Bangladesh Liberation War. India attacked first,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q2635466,,,,http://www.wikidata.org/entity/Q10898774,Q10898774,Wikipedia disambiguation page,Q1922071,Q2635466,,,Q10898774
http://www.wikidata.org/entity/Q1760930,Paquisha War,1981 war between Ecuador and Peru,1981-01-28T00:00:00Z,1981-02-05T00:00:00Z,,,,,http://www.wikidata.org/entity/Q2363837,history of the Ecuadorian–Peruvian territorial dispute,,Q1760930,,,,Q2363837
http://www.wikidata.org/entity/Q23403028,Hīt offensive,ongoing offensive in the town of Hīt,2016-03-12T00:00:00Z,2016-04-14T00:00:00Z,http://www.wikidata.org/entity/Q4119531,,,,http://www.wikidata.org/entity/Q17984356,Iraqi Civil War (2014–2017),Armed conflict in the Middle East that began on 1 January 2014,Q23403028,Q4119531,,,Q17984356
http://www.wikidata.org/entity/Q1891008,Sand War,,1963-09-25T00:00:00Z,1964-02-20T00:00:00Z,http://www.wikidata.org/entity/Q231151,,,,http://www.wikidata.org/entity/Q4783165,Arab Cold War,series of conflicts in the Arab world between the new republics led by Gamal Abdel Nasser of Egypt and the more traditionalist kingdoms led by King Faisal of Saudi Arabia,Q1891008,Q231151,,,Q4783165
http://www.wikidata.org/entity/Q2992536,Basque conflict,armed and political conflict in Spain,1959-07-31T00:00:00Z,2011-10-20T00:00:00Z,,,,,http://www.wikidata.org/entity/Q7781,history of Spain,History of Spain,Q2992536,,,,Q7781
http://www.wikidata.org/entity/Q443226,Contra insurgency,,1981-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,Q443226,,,,
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q43,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q43,,,Q33761
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War,impact of the Syrian Civil War in the Arab world,2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q79,,,,http://www.wikidata.org/entity/Q33761,Arab Spring,protests and revolutions in the Arab world,Q17272643,Q79,,,Q33761
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,1961–1974 armed conflicts in Africa between Portugal and independence movements,1961-01-01T00:00:00Z,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2826232,,,,http://www.wikidata.org/entity/Q1146918,decolonization of Africa,1950s–70s independence of African colonies from Western European powers,Q609836,Q2826232,,,Q1146918
http://www.wikidata.org/entity/Q11050383,Eelam War II,second phase of the Sri Lankan civil war from 1990-1995,1990-06-10T00:00:00Z,1995-01-09T00:00:00Z,http://www.wikidata.org/entity/Q854,,,,http://www.wikidata.org/entity/Q213394,Sri Lankan Civil War,armed conflict in Sri Lanka (1983–2009) between the government and the separatist organization Liberation Tigers of Tamil Eelam,Q11050383,Q854,,,Q213394
